MJD           m       dm    uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59515.640342  13.259  0.003 18054   51 o  0 593.98 123.84708 -38.98981  8054.59  3157.79 2.95 2.92  56.8 -0.439 18.40 19.32 01a59515o0991o
59517.610804  13.560  0.003 13674   45 o  0 302.73 123.84708 -38.98981  1539.90  9443.42 2.13 1.57 -56.0 -0.529 19.34 20.26 02a59517o0746o
59517.639961  13.571  0.003 13539   45 o  0 291.71 123.84708 -38.98981  1558.15  9479.79 2.02 1.64 -56.0 -0.522 19.19 20.05 02a59517o0808o
59517.643163  13.589  0.003 13318   46 o  0 200.10 123.84708 -38.98981  1499.71  9402.39 2.07 1.64 -55.6 -0.532 19.03 19.73 02a59517o0815o
59517.645909  13.556  0.003 13732   47 o  0 254.67 123.84708 -38.98981  1479.28  9520.43 2.05 1.64 -56.5 -0.554 18.74 19.24 02a59517o0821o
59519.582859  13.729  0.003 11707   41 o  0  33.47 123.84708 -38.98981  7992.48  3247.51 3.21 3.12   7.5 -0.422 18.91 20.39 01a59519o0868o
59519.585628  13.731  0.003 11685   41 o  0  19.19 123.84708 -38.98981  7973.29  3208.85 3.18 3.12  18.4 -0.416 18.92 20.39 01a59519o0874o
59519.592541  13.737  0.004 11618   41 o  0  20.67 123.84708 -38.98981  8033.30  3283.20 3.39 3.28  29.5 -0.410 18.87 20.37 01a59519o0889o
59519.604065  13.735  0.003 11643   40 o  0  22.97 123.84708 -38.98981  8053.36  3163.12 3.10 2.98  25.0 -0.425 18.96 20.38 01a59519o0914o
59523.594339  13.946  0.004  9586   36 o  0  24.73 123.84708 -38.98981  3213.53  7295.14 3.25 3.16  -9.0 -0.385 18.97 20.46 01a59523o0894o
59523.597585  13.927  0.004  9758   36 o  0  12.99 123.84708 -38.98981  3193.80  7256.32 3.49 3.36   1.0 -0.362 18.87 20.45 01a59523o0901o
59523.603472  13.951  0.004  9541   37 o  0  34.06 123.84708 -38.98981  3255.42  7332.43 3.28 3.09  -4.0 -0.392 18.95 20.44 01a59523o0913o
59523.622378  13.910  0.004  9905   36 o  0  33.98 123.84708 -38.98981  3278.23  7214.64 3.06 3.02  -0.2 -0.411 19.00 20.46 01a59523o0954o
59527.576562  13.819  0.004 10775   38 o  0  45.08 123.84708 -38.98981  3207.30  7294.11 3.07 2.83 -47.9 -0.448 18.97 20.33 01a59527o0854o
59527.578866  13.815  0.003 10813   38 o  0  27.67 123.84708 -38.98981  3189.53  7256.15 3.11 3.06  44.6 -0.412 18.91 20.34 01a59527o0859o
59527.581629  13.829  0.003 10675   37 o  0  45.35 123.84708 -38.98981  3248.44  7332.41 3.08 2.97 -46.2 -0.427 18.94 20.34 01a59527o0865o
59527.586696  13.816  0.004 10802   38 o  0  17.72 123.84708 -38.98981  3267.64  7216.03 3.09 3.01 -45.3 -0.420 18.95 20.37 01a59527o0876o
59529.576917  14.802  0.006  4358   24 c  0  32.59 123.84708 -38.98981  5384.20  3396.50 2.52 2.21  35.3 -0.402 19.45 20.96 02a59529o0852c
59529.580118  14.796  0.006  4382   25 c  0  17.65 123.84708 -38.98981  5403.89  3434.69 2.41 2.23  35.4 -0.404 19.45 20.95 02a59529o0859c
59529.583774  14.771  0.006  4483   25 c  0  25.35 123.84708 -38.98981  5344.56  3355.98 2.64 2.35  37.9 -0.400 19.36 20.94 02a59529o0867c
59529.589297  14.791  0.006  4402   24 c  0  20.87 123.84708 -38.98981  5324.27  3471.83 2.70 2.49  39.9 -0.398 19.37 20.95 02a59529o0879c
59531.572400  13.744  0.004 11540   52 o  0   8.28 123.84708 -38.98981  9601.41  5207.31 3.76 3.64  89.0 -0.407 18.46 19.96 01a59531o0806o
59531.574702  13.757  0.004 11404   46 o  0   8.08 123.84708 -38.98981  9581.42  5168.74 3.79 3.68 -60.0 -0.375 18.49 20.08 01a59531o0811o
59531.577927  13.756  0.004 11413   48 o  0  12.39 123.84708 -38.98981  9641.75  5243.24 3.60 3.42 -74.2 -0.398 18.49 19.94 01a59531o0818o
59531.586223  13.735  0.004 11646   44 o  0   7.66 123.84708 -38.98981  9661.52  5124.39 3.92 3.76 -78.3 -0.384 18.65 20.25 01a59531o0836o
59535.560618  13.772  0.018 11255  206 o  0   1.97 123.84708 -38.98981  9605.70  5210.96 3.21 3.08  44.2 -0.415 16.26 16.43 01a59535o0733o
59535.563379  13.807  0.020 10890  221 o  0   1.18 123.84708 -38.98981  9585.24  5172.45 3.09 2.93 -70.6 -0.473 16.45 16.49 01a59535o0739o
59535.570212  13.769  0.015 11280  166 o  0   1.91 123.84708 -38.98981  9648.74  5245.16 3.02 2.92 -70.9 -0.464 16.66 16.71 01a59535o0753o
59535.576221  13.803  0.010 10932  112 o  0   2.80 123.84708 -38.98981  9667.53  5126.66 2.83 2.65 -69.1 -0.498 16.96 17.14 01a59535o0766o
59537.585526  13.854  0.005 10431   52 o  0  24.39 123.84708 -38.98981  5427.00  9692.76 2.14 2.06 -88.5 -0.444 18.49 18.74 02a59537o0880o
59537.589229  13.841  0.005 10561   50 o  0  42.89 123.84708 -38.98981  5446.03  9732.36 2.14 1.94 -66.2 -0.454 18.53 18.75 02a59537o0888o
59537.592450  13.851  0.005 10462   51 o  0  32.29 123.84708 -38.98981  5390.18  9652.07 2.20 1.96 -64.0 -0.457 18.47 18.75 02a59537o0895o
59537.597989  13.824  0.005 10721   54 o  0  18.36 123.84708 -38.98981  5370.64  9768.61 2.25 2.02 -63.7 -0.446 18.51 18.76 02a59537o0907o
59539.565098  14.432  0.007  6124   44 o  0   7.83 123.84708 -38.98981  1680.02  5257.13 3.04 2.85 -52.7 -0.470 18.34 19.10 01a59539o0758o
59539.571924  14.432  0.006  6126   38 o  0  10.24 123.84708 -38.98981  1664.09  5216.25 3.01 2.91 -62.2 -0.451 18.39 19.16 01a59539o0772o
59539.576083  14.392  0.008  6355   49 o  0   4.82 123.84708 -38.98981  1723.97  5294.50 3.11 2.86 -53.2 -0.469 18.44 19.16 01a59539o0781o
59539.586219  14.393  0.007  6350   42 o  0   7.58 123.84708 -38.98981  1743.27  5177.65 3.12 2.97 -49.4 -0.466 18.14 19.06 01a59539o0803o
59541.556314  14.356  0.005  6568   35 o  0  48.68 123.84708 -38.98981  9333.28  3269.68 2.00 1.95  67.3 -0.446 18.83 19.30 02a59541o0824o
59541.559058  14.393  0.006  6348   35 o  0  39.66 123.84708 -38.98981  9354.36  3308.07 2.16 2.04 -74.2 -0.433 18.79 19.32 02a59541o0830o
59541.561801  14.372  0.006  6474   37 o  0  23.64 123.84708 -38.98981  9293.65  3229.57 2.08 1.98  38.6 -0.436 18.82 19.35 02a59541o0836o
59541.567289  14.374  0.005  6464   35 o  0  40.00 123.84708 -38.98981  9273.92  3344.65 2.04 1.96 -71.1 -0.439 18.92 19.39 02a59541o0848o
59543.552457  14.396  0.006  6331   37 o  0  14.46 123.84708 -38.98981  1681.77  5255.17 3.18 2.78 -51.3 -0.459 18.73 19.72 01a59543o0649o
59543.554301  14.397  0.006  6325   37 o  0   6.36 123.84708 -38.98981  1661.65  5215.73 3.17 2.80 -54.0 -0.458 18.73 19.72 01a59543o0653o
59543.560687  14.394  0.006  6346   37 o  0  11.77 123.84708 -38.98981  1724.04  5292.17 3.33 2.92 -51.7 -0.452 18.65 19.71 01a59543o0666o
59543.567631  14.385  0.005  6398   34 o  0  17.75 123.84708 -38.98981  1743.20  5176.14 3.21 2.94 -53.4 -0.445 18.68 19.71 01a59543o0681o
59545.545300  13.874  0.004 10245   38 o  0  90.70 123.84708 -38.98981  9332.31  3271.45 2.12 2.01 -72.1 -0.432 19.09 19.84 02a59545o0800o
59545.547587  13.881  0.004 10180   40 o  0  71.27 123.84708 -38.98981  9352.03  3310.95 2.17 2.04 -70.9 -0.431 19.09 19.84 02a59545o0805o
59545.553550  13.919  0.004  9826   37 o  0 231.62 123.84708 -38.98981  9292.25  3230.52 2.12 1.98 -68.1 -0.433 19.08 19.85 02a59545o0818o
59545.559870  13.889  0.004 10102   37 o  0  76.30 123.84708 -38.98981  9270.30  3346.57 2.10 2.06  65.7 -0.435 19.05 19.85 02a59545o0831o
59547.536633  14.067  0.005  8574   45 o  0   3.88 123.84708 -38.98981  1399.99  9332.34 5.67 5.07 -52.1 -0.326 18.17 19.93 01a59547o0711o
59547.539858  14.079  0.005  8480   46 o  0   3.29 123.84708 -38.98981  1379.21  9292.94 6.27 5.22 -47.4 -0.227 18.21 19.96 01a59547o0718o
59547.554520  14.147  0.005  7968   40 o  0   2.67 123.84708 -38.98981  1449.27  9368.25 5.93 4.96 -48.2 -0.175 18.24 19.94 01a59547o0749o
59547.560072  14.142  0.005  7999   40 o  0   3.05 123.84708 -38.98981  1469.84  9252.01 6.18 5.14 -49.7 -0.183 18.24 19.96 01a59547o0761o
59551.519396   2.362  0.492 -31964247679 15728439334 o  0   0.95 123.84708 -38.98981  1388.28  9338.44 3.14 2.93 -57.1 -0.454 -3.26 -1.97 01a59551o0710o
59551.521698  13.855  0.034 10428  360 o  0   1.14 123.84708 -38.98981  1379.52  9295.65 3.20 2.88 -47.8 -0.448 16.79 18.10 01a59551o0715o
59551.534977  13.932  0.004  9710   38 o  0  32.84 123.84708 -38.98981  1446.43  9372.29 3.14 2.75 -48.1 -0.447 18.93 20.22 01a59551o0743o
59551.540507  13.910  0.006  9908   58 o  0  34.47 123.84708 -38.98981  1466.63  9255.70 2.91 2.58 -45.8 -0.473 17.69 18.92 01a59551o0755o
59559.500933  13.554  0.003 13758   41 o  0  17.40 123.84708 -38.98981  4188.12  3517.02 3.75 3.55  -0.2 -0.340 18.88 20.61 01a59559o0664o
59559.502776  13.589  0.003 13320   41 o  0  17.35 123.84708 -38.98981  4169.18  3478.82 4.44 4.09   0.5 -0.321 18.74 20.65 01a59559o0668o
59559.505539  13.557  0.003 13721   40 o  0  36.38 123.84708 -38.98981  4227.48  3555.10 3.76 3.69  -3.6 -0.352 18.90 20.70 01a59559o0674o
59563.517343  13.549  0.003 13811   47 o  0  27.13 123.84708 -38.98981  7155.51  7034.72 3.04 2.96 -82.7 -0.452 18.57 19.49 01a59563o0729o
59563.519189  13.547  0.004 13847   49 o  0  22.21 123.84708 -38.98981  7135.61  6995.87 2.99 2.95  71.2 -0.455 18.58 19.50 01a59563o0733o
59563.521958  13.554  0.004 13758   52 o  0  15.18 123.84708 -38.98981  7195.60  7070.41 3.19 2.90 -65.8 -0.456 18.55 19.49 01a59563o0739o
59563.532457  13.549  0.004 13812   50 o  0  21.96 123.84708 -38.98981  7217.90  6952.11 3.05 2.87 -68.4 -0.462 18.58 19.52 01a59563o0761o
59565.610454  13.684  0.028 12201  344 o  0   1.45 123.84708 -38.98981  3338.65  9184.28 2.60 2.34  38.9 -0.402 16.77 17.17 02a59565o0310o
59565.613676  13.825  0.098 10720 1046 o  0   1.05 123.84708 -38.98981  3317.59  9143.33 2.58 2.32  41.1 -0.431 16.81 17.20 02a59565o0317o
59565.619255  13.714  0.097 11873 1148 o  0   1.12 123.84708 -38.98981  3377.06  9223.78 2.45 2.29  50.2 -0.434 16.49 16.83 02a59565o0329o
59565.630330  13.642  0.035 12682  450 o  0   1.24 123.84708 -38.98981  3400.19  9107.54 2.34 2.22  57.9 -0.436 17.48 18.11 02a59565o0353o
59569.543111  13.517  0.013 14228  186 o  0   2.41 123.84708 -38.98981  3331.16  9179.52 2.31 2.29  67.0 -0.433 17.49 17.63 02a59569o0401o
59569.546312  13.572  0.022 13523  292 o  0   1.54 123.84708 -38.98981  3312.43  9143.68 2.28 2.24 -86.4 -0.452 17.15 17.29 02a59569o0408o
59569.552713  13.668  0.088 12382 1092 o  0   1.78 123.84708 -38.98981  3373.66  9221.50 2.44 2.33 -76.3 -0.461 16.16 16.36 02a59569o0422o
59569.562774  13.562  0.161 13646 2193 o  0   1.16 123.84708 -38.98981  3397.16  9105.13 2.24 2.10  44.9 -0.497 15.21 15.08 02a59569o0444o
59578.078403  13.855  0.004 10420   40 o  0 144.04 123.84708 -38.98981  4690.74  4231.08 3.08 2.57 -87.0 -0.411 19.08 20.84 03a59578o0412o
59578.081673  13.853  0.004 10441   41 o  0 139.43 123.84708 -38.98981  4724.22  4270.78 3.03 2.49  89.6 -0.415 19.11 20.78 03a59578o0417o
59578.087560  13.864  0.004 10335   46 o  0  74.27 123.84708 -38.98981  4697.61  4198.02 3.13 2.62 -84.7 -0.395 18.63 20.25 03a59578o0428o
59578.090753  13.868  0.005 10301   47 o  0  66.75 123.84708 -38.98981  4699.61  4322.73 3.07 2.50  88.5 -0.404 18.79 20.40 03a59578o0434o
59579.989304  14.131  0.004  8084   35 o  0 113.63 123.84708 -38.98981  9192.20   677.72 3.94 2.84 -64.6 -0.381 19.18 21.25 03a59580o0420o
59580.008969  14.123  0.004  8140   36 o  0  81.18 123.84708 -38.98981  9090.98   694.39 3.62 2.81 -68.7 -0.390 19.26 21.33 03a59580o0456o
59580.011853  14.141  0.004  8006   35 o  0 144.81 123.84708 -38.98981  1395.29  1830.06 3.60 2.81  88.4 -0.392 19.25 21.30 03a59580o0461o
59580.015634  14.129  0.004  8100   34 o  0  72.14 123.84708 -38.98981  9142.66   659.04 3.91 3.18 -60.8 -0.358 19.15 21.35 03a59580o0468o
59585.518290  14.554  0.005  5477   29 c  0  25.50 123.84708 -38.98981  7330.55  9001.89 2.89 2.64  47.4 -0.391 19.30 21.02 02a59585o0560c
59585.521500  14.549  0.005  5501   28 c  0  31.38 123.84708 -38.98981  7311.00  8964.95 2.87 2.59  44.3 -0.394 19.27 21.02 02a59585o0567c
59585.528360  14.561  0.005  5438   29 c  0  23.59 123.84708 -38.98981  7372.00  9043.55 2.78 2.72  71.7 -0.398 19.26 21.02 02a59585o0582c
59585.538441  14.578  0.005  5358   28 c  0  33.08 123.84708 -38.98981  7392.62  8927.09 2.74 2.54  50.8 -0.404 19.33 21.03 02a59585o0604c
59585.936804  14.969  0.007  3738   25 c  0  10.22 123.84708 -38.98981  4065.74  7967.86 3.38 2.98 -54.7 -0.382 19.32 21.76 03a59586o0324c
59585.938202  14.989  0.007  3668   24 c  0  18.08 123.84708 -38.98981  4040.76  7936.38 3.24 2.94 -55.5 -0.386 19.35 21.78 03a59586o0327c
59585.977470  15.028  0.007  3538   26 c  0   7.80 123.84708 -38.98981  3941.06  8172.50 3.54 3.08 -42.1 -0.368 19.27 21.80 03a59586o0403c
59585.994581  14.997  0.007  3641   25 c  0  11.73 123.84708 -38.98981  3886.25  8128.37 3.29 3.09 -12.1 -0.398 19.32 21.76 03a59586o0437c
59589.516737  14.816  0.047  4301  203 c  0   1.74 123.84708 -38.98981  7674.43  5418.27 2.80 2.49  56.3 -0.407 16.32 18.11 02a59589o0503c
59589.519940  14.806  0.054  4342  233 c  0   1.15 123.84708 -38.98981  7654.97  5381.23 2.81 2.49  61.0 -0.407 16.33 18.07 02a59589o0510c
59589.526827  14.767  0.053  4498  239 c  0   1.12 123.84708 -38.98981  7713.16  5457.38 2.73 2.46  61.4 -0.417 16.35 18.06 02a59589o0525c
59589.537845  14.737  0.047  4624  216 c  0   1.04 123.84708 -38.98981  7733.61  5342.89 2.82 2.57  76.4 -0.430 16.46 18.24 02a59589o0549c
59591.446525  13.726  0.004 11735   45 o  0  15.56 123.84708 -38.98981  9342.61  7335.32 3.29 3.07 -79.6 -0.425 18.68 19.77 01a59591o0535o
59591.448368  13.735  0.004 11644   43 o  0  21.65 123.84708 -38.98981  9322.89  7297.03 3.38 3.20 -82.8 -0.429 18.63 19.76 01a59591o0539o
59591.451146  13.751  0.004 11474   44 o  0  14.90 123.84708 -38.98981  9384.64  7371.55 3.53 3.33 -86.9 -0.424 18.60 19.76 01a59591o0545o
59591.456213  13.743  0.004 11560   44 o  0  14.16 123.84708 -38.98981  9403.76  7252.71 3.43 3.24  68.0 -0.395 18.60 19.77 01a59591o0556o
59593.032660  13.740  0.004 11592   41 o  0 381.36 123.84708 -38.98981  8536.25  4647.36 2.46 2.34 -66.3 -0.427 19.46 21.36 03a59593o0268o
59593.035743  13.744  0.003 11550   40 o  0 484.71 123.84708 -38.98981  8568.30  4686.35 2.55 2.31  85.1 -0.416 19.45 21.42 03a59593o0274o
59593.040960  13.730  0.003 11697   41 o  0 263.94 123.84708 -38.98981  8536.03  4607.63 2.64 2.30  75.2 -0.416 19.41 21.47 03a59593o0285o
59593.078056  13.759  0.004 11388   41 o  0 549.09 123.84708 -38.98981  8703.86  4813.36 2.54 2.32 -86.2 -0.427 19.43 21.31 03a59593o0359o
59595.423059  13.783  0.005 11139   53 o  0   4.67 123.84708 -38.98981  9480.54  9280.00 3.47 3.25  61.3 -0.368 18.22 18.98 01a59595o0501o
59595.426284  13.776  0.005 11209   53 o  0   7.70 123.84708 -38.98981  9456.16  9242.09 3.22 3.00 -77.6 -0.395 18.25 18.98 01a59595o0508o
59595.431389  13.785  0.004 11120   48 o  0  13.66 123.84708 -38.98981  9520.83  9317.83 3.12 2.86 -72.2 -0.414 18.38 18.99 01a59595o0519o
59595.441993  13.777  0.005 11200   57 o  0   5.90 123.84708 -38.98981  9541.28  9197.13 3.10 2.94  57.8 -0.399 18.35 19.01 01a59595o0542o
59597.008237  13.951  0.005  9541   48 o  0  39.92 123.84708 -38.98981  8471.90  4649.76 2.51 2.28 -63.3 -0.406 18.56 19.22 03a59597o0403o
59597.036465  13.955  0.005  9510   46 o  0  49.77 123.84708 -38.98981  8624.54  4704.03 2.49 2.30  83.6 -0.404 18.54 19.20 03a59597o0460o
59597.068363  13.966  0.005  9413   46 o  0  41.70 123.84708 -38.98981  8727.90  4705.07 2.62 2.31  83.5 -0.390 18.43 19.10 03a59597o0520o
59597.071426  13.971  0.005  9364   45 o  0  43.68 123.84708 -38.98981  8719.86  4803.95 2.68 2.28  82.6 -0.395 18.45 19.10 03a59597o0525o
59599.414667  13.872  0.005 10258   50 o  0   8.94 123.84708 -38.98981  9478.48  9279.09 3.18 2.95 -79.0 -0.413 18.37 19.12 01a59599o0481o
59599.420657  13.847  0.005 10504   53 o  0   8.77 123.84708 -38.98981  9460.23  9240.38 3.11 2.92 -80.2 -0.415 18.38 19.13 01a59599o0494o
59599.423879  13.879  0.005 10199   46 o  0  10.49 123.84708 -38.98981  9522.12  9315.19 3.17 2.99  52.2 -0.404 18.41 19.14 01a59599o0501o
59599.436035  13.881  0.005 10175   52 o  0   7.05 123.84708 -38.98981  9543.64  9194.56 3.08 2.93  83.8 -0.415 18.41 19.16 01a59599o0527o
59600.912724  14.443  0.006  6065   35 o  0  63.31 123.84708 -38.98981  1224.47  7174.63 2.90 2.17  88.6 -0.411 18.91 20.05 03a59601o0131o
59600.915210  14.424  0.006  6173   36 o  0  32.24 123.84708 -38.98981  1207.34  7136.85 2.83 2.17  88.1 -0.414 18.89 20.05 03a59601o0136o
59600.920515  14.436  0.006  6103   37 o  0  32.19 123.84708 -38.98981  1266.91  7218.74 2.83 2.15  89.4 -0.421 18.90 20.05 03a59601o0147o
59600.925762  14.442  0.006  6068   36 o  0  55.46 123.84708 -38.98981  1294.60  7105.06 2.78 2.07 -89.7 -0.428 18.93 20.03 03a59601o0158o
59601.444622  13.847  0.005 10496   53 o  0  13.80 123.84708 -38.98981  1343.39   967.80 3.34 2.69 -52.4 -0.457 18.69 19.50 02a59601o0434o
59601.447826  13.842  0.004 10547   44 o  0  60.75 123.84708 -38.98981  1324.57   928.03 3.13 2.32 -54.7 -0.459 18.79 19.50 02a59601o0441o
59601.454229  13.843  0.004 10538   44 o  0  56.55 123.84708 -38.98981  1382.88  1007.95 3.16 2.35 -54.3 -0.457 18.76 19.52 02a59601o0455o
59601.464749  13.840  0.004 10572   43 o  0  58.85 123.84708 -38.98981  1403.28   891.45 3.04 2.27 -54.5 -0.464 18.77 19.53 02a59601o0478o
59603.442797  13.826  0.003 10707   36 o  0  37.92 123.84708 -38.98981  4770.97  5074.47 3.11 3.06   3.8 -0.406 18.95 20.31 01a59603o0505o
59603.446020  13.824  0.003 10724   36 o  0  33.74 123.84708 -38.98981  4793.19  5112.66 3.01 3.00  -3.1 -0.412 18.99 20.29 01a59603o0512o
59603.451545  13.824  0.003 10724   37 o  0  38.42 123.84708 -38.98981  4736.35  5037.42 3.10 3.07 -37.6 -0.412 18.93 20.24 01a59603o0524o
59603.461685  13.833  0.004 10634   38 o  0  41.61 123.84708 -38.98981  4724.73  5154.92 3.01 2.96   0.2 -0.423 18.89 20.16 01a59603o0546o
59604.948503  13.872  0.004 10259   40 o  0  91.56 123.84708 -38.98981  9246.18  3353.16 3.06 2.85 -76.5 -0.355 19.06 20.87 03a59605o0386o
59604.953817  13.873  0.004 10249   39 o  0 129.68 123.84708 -38.98981  9265.81  3391.23 3.06 2.65 -80.5 -0.359 19.11 20.84 03a59605o0397o
59604.957655  13.849  0.004 10481   40 o  0  94.02 123.84708 -38.98981  9210.05  3310.03 3.08 2.80 -72.4 -0.358 19.07 20.84 03a59605o0405o
59604.970349  13.869  0.004 10287   41 o  0  39.45 123.84708 -38.98981  9191.09  3425.35 3.32 3.16 -82.8 -0.331 18.98 20.80 03a59605o0429o
59606.937808  14.264  0.004  7150   31 c  0  98.50 123.84708 -38.98981  9247.53  3378.32 3.00 2.36 -80.6 -0.372 19.57 21.86 03a59607o0330c
59606.940630  14.270  0.004  7111   31 c  0 115.18 123.84708 -38.98981  9266.49  3417.54 3.06 2.40 -82.0 -0.370 19.54 21.86 03a59607o0336c
59606.954137  14.258  0.004  7194   32 c  0  50.30 123.84708 -38.98981  9214.74  3335.93 3.27 2.31 -77.8 -0.362 19.50 21.84 03a59607o0357c
59606.960643  14.263  0.004  7156   31 c  0 141.46 123.84708 -38.98981  9191.48  3447.86 3.01 2.32 -79.8 -0.378 19.57 21.85 03a59607o0368c
59611.963478  14.724  0.006  4683   26 c  0 107.29 123.84708 -38.98981  4243.86  7112.81 2.51 2.26  88.8 -0.405 19.55 21.66 03a59612o0003c
59611.972110  14.731  0.006  4650   27 c  0  54.68 123.84708 -38.98981  4228.87  7226.03 2.63 2.26 -81.9 -0.388 19.49 21.62 03a59612o0020c
59615.943979  14.093  0.004  8370   35 c  0 209.75 123.84708 -38.98981  8105.72  7077.49 2.80 2.35  89.0 -0.402 19.48 21.65 03a59616o0345c
59615.968128  14.076  0.004  8503   35 c  0 257.92 123.84708 -38.98981  8131.49  7112.42 2.68 2.27 -86.2 -0.405 19.50 21.69 03a59616o0388c
59615.971158  14.074  0.004  8521   35 c  0 265.93 123.84708 -38.98981  8077.29  7029.48 2.59 2.23 -84.7 -0.411 19.54 21.67 03a59616o0394c
59615.978339  14.065  0.004  8588   35 c  0 274.74 123.84708 -38.98981  8057.25  7142.80 2.57 2.24 -85.8 -0.409 19.53 21.68 03a59616o0406c
59618.987187  14.137  0.004  8042   34 c  0 130.68 123.84708 -38.98981  8128.58  7068.94 2.68 2.41 -88.9 -0.396 19.45 21.57 03a59619o0409c
59618.992136  14.125  0.004  8125   34 c  0 122.65 123.84708 -38.98981  8147.36  7106.22 2.79 2.53 -88.9 -0.388 19.42 21.59 03a59619o0415c
59618.999510  14.129  0.004  8097   34 c  0 138.85 123.84708 -38.98981  8093.77  7023.75 2.65 2.34 -86.6 -0.402 19.49 21.57 03a59619o0427c
59619.035805  14.128  0.004  8103   34 c  0 132.19 123.84708 -38.98981  8091.50  7134.08 2.53 2.50  87.6 -0.407 19.40 21.45 03a59619o0487c
59619.945145  14.330  0.005  6733   32 c  0 128.58 123.84708 -38.98981  8111.93  7079.50 2.80 2.32 -86.6 -0.410 19.52 21.77 03a59620o0376c
59619.950407  14.332  0.005  6717   31 c  0 152.01 123.84708 -38.98981  8131.02  7116.70 2.74 2.31 -87.6 -0.415 19.57 21.85 03a59620o0387c
59619.953614  14.325  0.005  6760   31 c  0 194.08 123.84708 -38.98981  8078.23  7035.21 2.75 2.31 -83.6 -0.415 19.54 21.84 03a59620o0393c
59619.965803  14.327  0.005  6747   31 c  0 166.04 123.84708 -38.98981  8064.83  7150.28 2.75 2.31 -84.3 -0.415 19.57 21.91 03a59620o0415c
59622.936935  13.747  0.007 11512   81 o  0  16.86 123.84708 -38.98981  8099.01  7072.35 2.63 2.23 -82.2 -0.406 17.96 18.70 03a59623o0392o
59622.940353  13.749  0.014 11488  157 o  0   2.59 123.84708 -38.98981  8115.50  7109.67 3.02 2.34 -78.7 -0.360 16.89 17.36 03a59623o0399o
59623.931732  13.651  0.004 12581   49 o  0 112.02 123.84708 -38.98981  7191.07  1432.94 2.95 2.30 -79.2 -0.405 18.54 19.39 03a59624o0353o
59623.962412  13.657  0.004 12505   54 o  0  58.24 123.84708 -38.98981  7220.26  1471.72 2.92 2.20 -80.5 -0.418 18.52 19.32 03a59624o0409o
59623.972890  13.663  0.004 12440   54 o  0  54.00 123.84708 -38.98981  7163.32  1389.70 2.97 2.26 -80.7 -0.411 18.49 19.29 03a59624o0426o
59623.976869  13.673  0.004 12325   53 o  0  48.01 123.84708 -38.98981  7141.61  1504.86 3.09 2.38 -80.3 -0.402 18.40 19.27 03a59624o0432o
59626.139895  13.680  0.004 12249   52 o  0  63.37 123.84708 -38.98981  9288.90  9648.70 2.65 2.51   5.0 -0.404 18.44 19.02 04a59626o0253o
59626.144063  13.697  0.004 12060   53 o  0  33.92 123.84708 -38.98981  9307.67  9684.31 2.96 2.59   4.6 -0.381 18.39 19.01 04a59626o0260o
